target,text
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
ham,Which is weird because I know I had it at one point
ham,Lol where do u come up with these ideas?
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,Ya had just now.onion roast.
ham,Huh so early.. Then Ì_ having dinner outside izzit?
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,I'm thinking that chennai forgot to come for auction..
ham,Havent.
ham,I attended but nothing is there.
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,K...k...when will you give treat?
ham,Hmmm.still we dont have opener?
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Lol great now im getting hungry.
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,K and you're sure I don't have to have consent forms to do it :V
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
ham,At WHAT TIME should i come tomorrow
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Great! I shoot big loads so get ready!
ham,I knew it... U slept v late yest? Wake up so late...
ham,I didn't get the second half of that message
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,You flippin your shit yet?
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Ok lor...
ham,I thought slide is enough.
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,ÌÏ dun wan to watch infernal affair?
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Just nw i came to hme da..
ham,"Didn't try, g and I decided not to head out"
ham,Oh yeah! And my diet just flew out the window
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,Is that seriously how you spell his name?
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,"Haha awesome, omw back now then"
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,I not free today i haf 2 pick my parents up tonite...
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
spam,Call FREEPHONE 0800 542 0578 now!
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,Sir send to group mail check it.
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,How much for an eighth?
ham,"Ya tel, wats ur problem.."
ham,"\I;m reaching in another 2 stops.\"""""
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Short But Cute : \ Be a good person 
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,I don't think he has spatula hands!
ham,ÌÏ bot notes oredi... Cos i juz rem i got...
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,"No, but you told me you were going, before you got drunk!"
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Aight sorry I take ten years to shower. What's the plan?
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,(That said can you text him one more time?)
ham,Hey tmr meet at bugis 930 ?
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,Wat happened to the cruise thing
ham,Thats cool. Where should i cum? On you or in you? :)
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,"Sorry,in meeting I'll call later"
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,THIS IS A LONG FUCKIN SHOWR
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,S...i will take mokka players only:)
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,Ok i msg u b4 i leave my house.
ham,No. I dont want to hear anything
ham,Yo! Howz u? girls never rang after india. L
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,I'm on da bus going home...
ham,Thanks. Fills me with complete calm and reassurance! 
ham,K then 2marrow are you coming to class.
ham,Why didn't u call on your lunch?
ham,Then what about further plan?
ham,Gibbs unsold.mike hussey
ham,For my family happiness..
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,You all ready for * big day tomorrow?
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Ok... But bag again..
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,Dear how you. Are you ok?
ham,\Keep ur problems in ur heart
ham,"I'll text carlos and let you know, hang on"
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,Tell them no need to investigate about me anywhere.
ham,Boooo you always work. Just quit.
ham,How come u got nothing to do?
ham,WHORE YOU ARE UNBELIEVABLE.
ham,Yup ok...
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"K, wat s tht incident?"
ham,"I don't think I can get away for a trek that long with family in town, sorry"
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,Gud mrng dear have a nice day
ham,"Tick, tick, tick ... Babe"
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,Haven't left yet so probably gonna be here til dinner
ham,"Sorry, I'll call later"
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
